ko_id,pathway_id
K12590,map03018
K12591,map03018
K12592,map03018
K12593,map03018
K12594,map03018
K12595,map03018
K12596,map03018
K12597,map03018
K12598,map03018
K12599,map03018
K12600,map03018
K12601,map03018
K12602,map03018
K12603,map03018
K12604,map03018
K12605,map03018
K12606,map03018
K12607,map03018
K12608,map03018
K12609,map03018
K12610,map03018
K12611,map03018
K12612,map03018
K12613,map03018
K12614,map03018
K12615,map03018
K12616,map03018
K12617,map03018
K12618,map03018
K12619,map03018
K12620,map03018
K12621,map03018
K12622,map03018
K12623,map03018
K12624,map03018
K12625,map03018
K12626,map03018
K12627,map03018
K13126,map03018
K14442,map03018
K14443,map03018
K16855,map03018
K18681,map03018
K18682,map03018
K22468,map03018
K00960,map03020
K02999,map03020
K03000,map03020
K03001,map03020
K03002,map03020
K03003,map03020
K03004,map03020
K03005,map03020
K03006,map03020
K03007,map03020
K03008,map03020
K03009,map03020
K03010,map03020
K03011,map03020
K03012,map03020
K03013,map03020
K03014,map03020
K03015,map03020
K03016,map03020
K03017,map03020
K03018,map03020
K03019,map03020
K03020,map03020
K03021,map03020
K03022,map03020
K03023,map03020
K03024,map03020
K03025,map03020
K03026,map03020
K03027,map03020
K03040,map03020
K03041,map03020
K03042,map03020
K03043,map03020
K03044,map03020
K03045,map03020
K03046,map03020
K03047,map03020
K03048,map03020
K03049,map03020
K03051,map03020
K03052,map03020
K03053,map03020
K03055,map03020
K03056,map03020
K03058,map03020
K03059,map03020
K03060,map03020
K13797,map03020
K13798,map03020
K14721,map03020
K16250,map03020
K16251,map03020
K16252,map03020
K16253,map03020
K21081,map03020
K21987,map03020
K25273,map03020
K25274,map03020
K25275,map03020
K25276,map03020
K25277,map03020
K25278,map03020
K25279,map03020
K25304,map03020
K25436,map03020
K02202,map03022
K03120,map03022
K03121,map03022
K03122,map03022
K03123,map03022
K03124,map03022
K03125,map03022
K03126,map03022
K03127,map03022
K03128,map03022
K03129,map03022
K03130,map03022
K03131,map03022
K03132,map03022
K03133,map03022
K03134,map03022
K03135,map03022
K03136,map03022
K03137,map03022
K03138,map03022
K03139,map03022
K03140,map03022
K03141,map03022
K03142,map03022
K03143,map03022
K03144,map03022
K06634,map03022
K10842,map03022
K10843,map03022
K10844,map03022
K10845,map03022
K14535,map03022
K14649,map03022
K14650,map03022
K14651,map03022
K23358,map03022
K01972,map03030
K02209,map03030
K02210,map03030
K02212,map03030
K02314,map03030
K02316,map03030
K02319,map03030
K02320,map03030
K02321,map03030
K02322,map03030
K02323,map03030
K02324,map03030
K02325,map03030
K02326,map03030
K02327,map03030
K02328,map03030
K02335,map03030
K02337,map03030
K02338,map03030
K02339,map03030
K02340,map03030
K02341,map03030
K02342,map03030
K02343,map03030
K02344,map03030
K02345,map03030
K02540,map03030
K02541,map03030
K02542,map03030
K02683,map03030
K02684,map03030
K02685,map03030
K03111,map03030
K03469,map03030
K03470,map03030
K03471,map03030
K03504,map03030
K03505,map03030
K03506,map03030
K03763,map03030
K04799,map03030
K04800,map03030
K04801,map03030
K04802,map03030
K07466,map03030
K10726,map03030
K10739,map03030
K10740,map03030
K10741,map03030
K10742,map03030
K10743,map03030
K10744,map03030
K10745,map03030
K10747,map03030
K10754,map03030
K10755,map03030
K10756,map03030
K14159,map03030
K18882,map03030
K22316,map03030
K03283,map03040
K06063,map03040
K09564,map03040
K09567,map03040
K10599,map03040
K11086,map03040
K11087,map03040
K11088,map03040
K11091,map03040
K11092,map03040
K11093,map03040
K11094,map03040
K11095,map03040
K11096,map03040
K11097,map03040
K11098,map03040
K11099,map03040
K11984,map03040
K12621,map03040
K12622,map03040
K12623,map03040
K12624,map03040
K12625,map03040
K12626,map03040
K12627,map03040
K12662,map03040
K12733,map03040
K12741,map03040
K12811,map03040
K12812,map03040
K12813,map03040
K12814,map03040
K12815,map03040
K12816,map03040
K12817,map03040
K12818,map03040
K12819,map03040
K12820,map03040
K12821,map03040
K12822,map03040
K12823,map03040
K12824,map03040
K12825,map03040
K12826,map03040
K12827,map03040
K12828,map03040
K12829,map03040
K12830,map03040
K12831,map03040
K12832,map03040
K12833,map03040
K12834,map03040
K12835,map03040
K12836,map03040
K12837,map03040
K12838,map03040
K12839,map03040
K12840,map03040
K12841,map03040
K12842,map03040
K12843,map03040
K12844,map03040
K12845,map03040
K12846,map03040
K12847,map03040
K12848,map03040
K12849,map03040
K12850,map03040
K12851,map03040
K12852,map03040
K12853,map03040
K12854,map03040
K12855,map03040
K12856,map03040
K12857,map03040
K12858,map03040
K12859,map03040
K12860,map03040
K12861,map03040
K12862,map03040
K12863,map03040
K12864,map03040
K12865,map03040
K12866,map03040
K12867,map03040
K12868,map03040
K12869,map03040
K12870,map03040
K12871,map03040
K12872,map03040
K12873,map03040
K12874,map03040
K12875,map03040
K12876,map03040
K12877,map03040
K12878,map03040
K12879,map03040
K12880,map03040
K12881,map03040
K12882,map03040
K12883,map03040
K12884,map03040
K12885,map03040
K12886,map03040
K12887,map03040
K12888,map03040
K12889,map03040
K12890,map03040
K12891,map03040
K12892,map03040
K12893,map03040
K12896,map03040
K12897,map03040
K12900,map03040
K13025,map03040
K13095,map03040
K13098,map03040
K13101,map03040
K13106,map03040
K13107,map03040
K13108,map03040
K13174,map03040
K13175,map03040
K13176,map03040
K14276,map03040
K14277,map03040
K14278,map03040
K14279,map03040
K14280,map03040
K14323,map03040
K19604,map03040
K21123,map03040
K28450,map03040
K28512,map03040
K28527,map03040
K02725,map03050
K02726,map03050
K02727,map03050
K02728,map03050
K02729,map03050
K02730,map03050
K02731,map03050
K02732,map03050
K02733,map03050
K02734,map03050
K02735,map03050
K02736,map03050
K02737,map03050
K02738,map03050
K02739,map03050
K02740,map03050
K02741,map03050
K03028,map03050
K03029,map03050
K03030,map03050
K03031,map03050
K03032,map03050
K03033,map03050
K03035,map03050
K03036,map03050
K03037,map03050
K03038,map03050
K03039,map03050
K03061,map03050
K03062,map03050
K03063,map03050
K03064,map03050
K03065,map03050
K03066,map03050
K03420,map03050
K03432,map03050
K03433,map03050
K04687,map03050
K06691,map03050
K06693,map03050
K06696,map03050
K06697,map03050
K06698,map03050
K06699,map03050
K06700,map03050
K10881,map03050
K11598,map03050
K11599,map03050
K13527,map03050
K01551,map03060
K01983,map03060
K03070,map03060
K03071,map03060
K03072,map03060
K03073,map03060
K03074,map03060
K03075,map03060
K03076,map03060
K03100,map03060
K03101,map03060
K03104,map03060
K03105,map03060
K03106,map03060
K03107,map03060
K03108,map03060
K03109,map03060
K03110,map03060
K03116,map03060
K03117,map03060
K03118,map03060
K03210,map03060
K03217,map03060
K03425,map03060
K07342,map03060
K09481,map03060
K09490,map03060
K09540,map03060
K09647,map03060
K09648,map03060
K10956,map03060
K12257,map03060
K12272,map03060
K12275,map03060
K12946,map03060
K12947,map03060
K12948,map03060
K13280,map03060
K13301,map03060
K13431,map03060
K16365,map03060
K22384,map03060
K22386,map03060
K23387,map03060
K23388,map03060
K23390,map03060
K27163,map03060
K27164,map03060
K27165,map03060
K02452,map03070
K02453,map03070
K02454,map03070
K02455,map03070
K02456,map03070
K02457,map03070
K02458,map03070
K02459,map03070
K02460,map03070
K02461,map03070
K02462,map03070
K02464,map03070
K02465,map03070
K03070,map03070
K03071,map03070
K03072,map03070
K03073,map03070
K03074,map03070
K03075,map03070
K03076,map03070
K03106,map03070
K03110,map03070
K03116,map03070
K03117,map03070
K03118,map03070
K03194,map03070
K03195,map03070
K03196,map03070
K03197,map03070
K03198,map03070
K03199,map03070
K03200,map03070
K03201,map03070
K03202,map03070
K03203,map03070
K03204,map03070
K03205,map03070
K03210,map03070
K03217,map03070
K03219,map03070
K03221,map03070
K03222,map03070
K03223,map03070
K03224,map03070
K03225,map03070
K03226,map03070
K03227,map03070
K03228,map03070
K03229,map03070
K03230,map03070
K03425,map03070
K04056,map03070
K04057,map03070
K04058,map03070
K04059,map03070
K11003,map03070
K11004,map03070
K11016,map03070
K11017,map03070
K11028,map03070
K11891,map03070
K11892,map03070
K11903,map03070
K11904,map03070
K11906,map03070
K11907,map03070
K11912,map03070
K11913,map03070
K11915,map03070
K12257,map03070
K12340,map03070
K12341,map03070
K12342,map03070
K13301,map03070
K02326,map03082
K03140,map03082
K04499,map03082
K05610,map03082
K05692,map03082
K06067,map03082
K08874,map03082
K09201,map03082
K10752,map03082
K11251,map03082
K11304,map03082
K11319,map03082
K11320,map03082
K11321,map03082
K11322,map03082
K11324,map03082
K11338,map03082
K11339,map03082
K11340,map03082
K11341,map03082
K11342,map03082
K11343,map03082
K11344,map03082
K11400,map03082
K11590,map03082
K11591,map03082
K11642,map03082
K11643,map03082
K11647,map03082
K11648,map03082
K11649,map03082
K11650,map03082
K11651,map03082
K11652,map03082
K11653,map03082
K11654,map03082
K11655,map03082
K11656,map03082
K11657,map03082
K11658,map03082
K11659,map03082
K11660,map03082
K11661,map03082
K11662,map03082
K11663,map03082
K11664,map03082
K11665,map03082
K11666,map03082
K11667,map03082
K11668,map03082
K11669,map03082
K11670,map03082
K11671,map03082
K11672,map03082
K11673,map03082
K11674,map03082
K11675,map03082
K11676,map03082
K11677,map03082
K11678,map03082
K11679,map03082
K11680,map03082
K11723,map03082
K11726,map03082
K11727,map03082
K11728,map03082
K11757,map03082
K11765,map03082
K13196,map03082
K15224,map03082
K15623,map03082
K22184,map03082
K22197,map03082
K22198,map03082
K23194,map03082
K23310,map03082
K23406,map03082
K25605,map03082
K25612,map03082
K25613,map03082
K25830,map03082
K26167,map03082
K26454,map03082
K26455,map03082
K01349,map03250
K02211,map03250
K03767,map03250
K04180,map03250
K04189,map03250
K04498,map03250
K06062,map03250
K06454,map03250
K06731,map03250
K07936,map03250
K09578,map03250
K10429,map03250
K10648,map03250
K11648,map03250
K12172,map03250
K12182,map03250
K12183,map03250
K12194,map03250
K12195,map03250
K12196,map03250
K12200,map03250
K14290,map03250
K14296,map03250
K14398,map03250
K14754,map03250
K15171,map03250
K15172,map03250
K15179,map03250
K15180,map03250
K15181,map03250
K15182,map03250
K15183,map03250
K15185,map03250
K15187,map03250
K15188,map03250
K15436,map03250
K18739,map03250
K18750,map03250
K19258,map03250
K19287,map03250
K22202,map03250
K22544,map03250
K22599,map03250
K22890,map03250
K22891,map03250
K22892,map03250
K22951,map03250
K24266,map03250
K24801,map03250
K24802,map03250
K24803,map03250
K25057,map03250
K25306,map03250
K25655,map03250
K25661,map03250
K25663,map03250
K25664,map03250
K25665,map03250
K25666,map03250
K25667,map03250
K27688,map03250
K21511,map03258
K21512,map03258
K22014,map03258
K26961,map03258
K26962,map03258
K26963,map03258
K26964,map03258
K26965,map03258
K26966,map03258
K26967,map03258
K26968,map03258
K26969,map03258
K26970,map03258
K26971,map03258
K26972,map03258
K26973,map03258
K26974,map03258
K26975,map03258
K26976,map03258
K26977,map03258
K26980,map03258
K01278,map03272
K04361,map03272
K06087,map03272
K06088,map03272
K06255,map03272
K06460,map03272
K06497,map03272
K06508,map03272
K06528,map03272
K06737,map03272
K12183,map03272
K12194,map03272
K12196,map03272
K12197,map03272
K12200,map03272
K12473,map03272
K13885,map03272
K14341,map03272
K15053,map03272
K19358,map03272
K19476,map03272
K21037,map03272
K21854,map03272
K22271,map03272
K22272,map03272
K22273,map03272
K22274,map03272
K22275,map03272
K22472,map03272
K22497,map03272
K22498,map03272
K23128,map03272
K23129,map03272
K24861,map03272
K25922,map03272
K27798,map03272
K27799,map03272
K27800,map03272
K27801,map03272
K27870,map03272
K01142,map03410
K01151,map03410
K01246,map03410
K01247,map03410
K01972,map03410
K02324,map03410
K02325,map03410
K02326,map03410
K02327,map03410
K02328,map03410
K02330,map03410
K02332,map03410
K02333,map03410
K02335,map03410
K03504,map03410
K03505,map03410
K03506,map03410
K03512,map03410
K03575,map03410
K03648,map03410
K03649,map03410
K03652,map03410
K03660,map03410
K04799,map03410
K04802,map03410
K05522,map03410
K07462,map03410
K07759,map03410
K08073,map03410
K10563,map03410
K10567,map03410
K10568,map03410
K10569,map03410
K10747,map03410
K10754,map03410
K10755,map03410
K10756,map03410
K10771,map03410
K10773,map03410
K10776,map03410
K10798,map03410
K10800,map03410
K10801,map03410
K10802,map03410
K10803,map03410
K10862,map03410
K10863,map03410
K11687,map03410
K13529,map03410
K20813,map03410
K21929,map03410
K24070,map03410
K28005,map03410
K01972,map03420
K02202,map03420
K02324,map03420
K02325,map03420
K02326,map03420
K02327,map03420
K02328,map03420
K02335,map03420
K03006,map03420
K03007,map03420
K03008,map03420
K03009,map03420
K03010,map03420
K03011,map03420
K03012,map03420
K03013,map03420
K03014,map03420
K03015,map03420
K03016,map03420
K03017,map03420
K03141,map03420
K03142,map03420
K03143,map03420
K03144,map03420
K03504,map03420
K03505,map03420
K03506,map03420
K03657,map03420
K03701,map03420
K03702,map03420
K03703,map03420
K03723,map03420
K03868,map03420
K04802,map03420
K06634,map03420
K07466,map03420
K10140,map03420
K10570,map03420
K10609,map03420
K10610,map03420
K10739,map03420
K10740,map03420
K10741,map03420
K10747,map03420
K10754,map03420
K10755,map03420
K10756,map03420
K10838,map03420
K10839,map03420
K10840,map03420
K10841,map03420
K10842,map03420
K10843,map03420
K10844,map03420
K10845,map03420
K10846,map03420
K10847,map03420
K10848,map03420
K10849,map03420
K21987,map03420
K23720,map03420
K01141,map03430
K01972,map03430
K02327,map03430
K02328,map03430
K02337,map03430
K02338,map03430
K02339,map03430
K02340,map03430
K02341,map03430
K02342,map03430
K02343,map03430
K02344,map03430
K02345,map03430
K03111,map03430
K03504,map03430
K03505,map03430
K03555,map03430
K03572,map03430
K03573,map03430
K03601,map03430
K03602,map03430
K03657,map03430
K03763,map03430
K04802,map03430
K06223,map03430
K07456,map03430
K07462,map03430
K07466,map03430
K08734,map03430
K08735,map03430
K08736,map03430
K08737,map03430
K08739,map03430
K10739,map03430
K10740,map03430
K10741,map03430
K10746,map03430
K10747,map03430
K10754,map03430
K10755,map03430
K10756,map03430
K10857,map03430
K10858,map03430
K14159,map03430
K01159,map03440
K02317,map03440
K02327,map03440
K02328,map03440
K02335,map03440
K02337,map03440
K02338,map03440
K02339,map03440
K02340,map03440
K02341,map03440
K02342,map03440
K02343,map03440
K02344,map03440
K02345,map03440
K02686,map03440
K03111,map03440
K03165,map03440
K03504,map03440
K03505,map03440
K03550,map03440
K03551,map03440
K03553,map03440
K03581,map03440
K03582,map03440
K03583,map03440
K03584,map03440
K03629,map03440
K03655,map03440
K03763,map03440
K04066,map03440
K04067,map03440
K04482,map03440
K04728,map03440
K06187,map03440
K07462,map03440
K07466,map03440
K08775,map03440
K08991,map03440
K10605,map03440
K10683,map03440
K10728,map03440
K10739,map03440
K10740,map03440
K10741,map03440
K10865,map03440
K10866,map03440
K10867,map03440
K10868,map03440
K10869,map03440
K10870,map03440
K10871,map03440
K10873,map03440
K10875,map03440
K10877,map03440
K10879,map03440
K10880,map03440
K10881,map03440
K10882,map03440
K10897,map03440
K10901,map03440
K10957,map03440
K10958,map03440
K10959,map03440
K11864,map03440
K12173,map03440
K14159,map03440
K15362,map03440
K19528,map03440
K20773,map03440
K20774,map03440
K20775,map03440
K20776,map03440
K00977,map03450
K01971,map03450
K03512,map03450
K03513,map03450
K04799,map03450
K06642,map03450
K10777,map03450
K10865,map03450
K10866,map03450
K10868,map03450
K10884,map03450
K10885,map03450
K10886,map03450
K10887,map03450
K10979,map03450
K10980,map03450
K10981,map03450
K10982,map03450
K10983,map03450
K02350,map03460
K03165,map03460
K03508,map03460
K03509,map03460
K03510,map03460
K03511,map03460
K03515,map03460
K04482,map03460
K06054,map03460
K06640,map03460
K07466,map03460
K08734,map03460
K08775,map03460
K08991,map03460
K10484,map03460
K10605,map03460
K10606,map03460
K10739,map03460
K10740,map03460
K10741,map03460
K10848,map03460
K10849,map03460
K10858,map03460
K10870,map03460
K10882,map03460
K10883,map03460
K10888,map03460
K10889,map03460
K10890,map03460
K10891,map03460
K10892,map03460
K10893,map03460
K10894,map03460
K10895,map03460
K10896,map03460
K10897,map03460
K10898,map03460
K10901,map03460
K10905,map03460
K10990,map03460
K10993,map03460
K11137,map03460
K11511,map03460
K11832,map03460
K13960,map03460
K15078,map03460
K15079,map03460
K15360,map03460
K15361,map03460
K15362,map03460
K15363,map03460
K15364,map03460
K15365,map03460
K16618,map03460
K00566,map04122
K01011,map04122
K03148,map04122
K03151,map04122
K03154,map04122
K03635,map04122
K03636,map04122
K03637,map04122
K03638,map04122
K03639,map04122
K03831,map04122
K04085,map04122
K04487,map04122
K07235,map04122
K07236,map04122
K07237,map04122
K11179,map04122
K11996,map04122
K12161,map04122
K14168,map04122
K14169,map04122
K14171,map04122
K21028,map04122
K21029,map04122
K21140,map04122
K21142,map04122
K21147,map04122
K21148,map04122
K21232,map04122
K00730,map04141
K01228,map04141
K01230,map04141
K01367,map04141
K01456,map04141
K02159,map04141
K02161,map04141
K03094,map04141
K03173,map04141
K03237,map04141
K03283,map04141
K03347,map04141
K03853,map04141
K03868,map04141
K04079,map04141
K04374,map04141
K04426,map04141
K04431,map04141
K04440,map04141
K04452,map04141
K04523,map04141
K04554,map04141
K04555,map04141
K04556,map04141
K04571,map04141
K04741,map04141
K05546,map04141
K05638,map04141
K06689,map04141
K07151,map04141
K07342,map04141
K07765,map04141
K07953,map04141
K08054,map04141
K08056,map04141
K08057,map04141
K08288,map04141
K08653,map04141
K08852,map04141
K08860,map04141
K09027,map04141
K09049,map04141
K09054,map04141
K09481,map04141
K09485,map04141
K09486,map04141
K09487,map04141
K09490,map04141
K09502,map04141
K09503,map04141
K09507,map04141
K09508,map04141
K09517,map04141
K09518,map04141
K09521,map04141
K09523,map04141
K09525,map04141
K09530,map04141
K09540,map04141
K09541,map04141
K09542,map04141
K09555,map04141
K09556,map04141
K09561,map04141
K09562,map04141
K09580,map04141
K09582,map04141
K09584,map04141
K09586,map04141
K10080,map04141
K10081,map04141
K10082,map04141
K10084,map04141
K10085,map04141
K10086,map04141
K10088,map04141
K10099,map04141
K10100,map04141
K10575,map04141
K10578,map04141
K10597,map04141
K10601,map04141
K10636,map04141
K10661,map04141
K10666,map04141
K10839,map04141
K10950,map04141
K10956,map04141
K10976,map04141
K11519,map04141
K11718,map04141
K11863,map04141
K12275,map04141
K12666,map04141
K12667,map04141
K12668,map04141
K12669,map04141
K12670,map04141
K12691,map04141
K13249,map04141
K13250,map04141
K13251,map04141
K13525,map04141
K13719,map04141
K13984,map04141
K13989,map04141
K13993,map04141
K13996,map04141
K13999,map04141
K14000,map04141
K14001,map04141
K14002,map04141
K14003,map04141
K14004,map04141
K14005,map04141
K14006,map04141
K14007,map04141
K14008,map04141
K14009,map04141
K14010,map04141
K14011,map04141
K14012,map04141
K14013,map04141
K14014,map04141
K14015,map04141
K14016,map04141
K14017,map04141
K14018,map04141
K14019,map04141
K14020,map04141
K14021,map04141
K14022,map04141
K14023,map04141
K14024,map04141
K14025,map04141
K14026,map04141
K14027,map04141
K19478,map04141
K23741,map04141
K24348,map04141
K24349,map04141
K24351,map04141
K26501,map04141
K26502,map04141
K28202,map04141
K28771,map04141
K00921,map04142
K01052,map04142
K01074,map04142
K01125,map04142
K01132,map04142
K01134,map04142
K01135,map04142
K01136,map04142
K01137,map04142
K01158,map04142
K01186,map04142
K01189,map04142
K01192,map04142
K01195,map04142
K01197,map04142
K01201,map04142
K01202,map04142
K01204,map04142
K01205,map04142
K01206,map04142
K01217,map04142
K01275,map04142
K01279,map04142
K01319,map04142
K01363,map04142
K01365,map04142
K01366,map04142
K01368,map04142
K01369,map04142
K01371,map04142
K01373,map04142
K01374,map04142
K01375,map04142
K01379,map04142
K01382,map04142
K01444,map04142
K01565,map04142
K02144,map04142
K02145,map04142
K02146,map04142
K02147,map04142
K02148,map04142
K02149,map04142
K02150,map04142
K02151,map04142
K02152,map04142
K02153,map04142
K02154,map04142
K02155,map04142
K03661,map04142
K03662,map04142
K04370,map04142
K04644,map04142
K04645,map04142
K04646,map04142
K04992,map04142
K04993,map04142
K04994,map04142
K05016,map04142
K05401,map04142
K05404,map04142
K05642,map04142
K05648,map04142
K05656,map04142
K06129,map04142
K06497,map04142
K06501,map04142
K06528,map04142
K06546,map04142
K06562,map04142
K06564,map04142
K07203,map04142
K07204,map04142
K07897,map04142
K07955,map04142
K08144,map04142
K08239,map04142
K08266,map04142
K08366,map04142
K08491,map04142
K08509,map04142
K08512,map04142
K08515,map04142
K08565,map04142
K08568,map04142
K08569,map04142
K09105,map04142
K09455,map04142
K09599,map04142
K09600,map04142
K10087,map04142
K10089,map04142
K10161,map04142
K10170,map04142
K10532,map04142
K11137,map04142
K11824,map04142
K11825,map04142
K11826,map04142
K11827,map04142
K12301,map04142
K12305,map04142
K12307,map04142
K12309,map04142
K12310,map04142
K12311,map04142
K12316,map04142
K12347,map04142
K12348,map04142
K12350,map04142
K12359,map04142
K12360,map04142
K12373,map04142
K12381,map04142
K12382,map04142
K12383,map04142
K12384,map04142
K12385,map04142
K12386,map04142
K12387,map04142
K12388,map04142
K12389,map04142
K12390,map04142
K12391,map04142
K12392,map04142
K12393,map04142
K12394,map04142
K12395,map04142
K12396,map04142
K12397,map04142
K12398,map04142
K12399,map04142
K12400,map04142
K12401,map04142
K12402,map04142
K12403,map04142
K12404,map04142
K13289,map04142
K13443,map04142
K13444,map04142
K14077,map04142
K14209,map04142
K14379,map04142
K14410,map04142
K14638,map04142
K14995,map04142
K15014,map04142
K15590,map04142
K16184,map04142
K16185,map04142
K16186,map04142
K16344,map04142
K16750,map04142
K16896,map04142
K18466,map04142
K18467,map04142
K18468,map04142
K19022,map04142
K19023,map04142
K19024,map04142
K19025,map04142
K19026,map04142
K19027,map04142
K19363,map04142
K19525,map04142
K20002,map04142
K20174,map04142
K20179,map04142
K20180,map04142
K20181,map04142
K20182,map04142
K20183,map04142
K20184,map04142
K20185,map04142
K20186,map04142
K20187,map04142
K20188,map04142
K20189,map04142
K20397,map04142
K20398,map04142
K20399,map04142
K20402,map04142
K20403,map04142
K20456,map04142
K20463,map04142
K20464,map04142
K20818,map04142
K20819,map04142
K20820,map04142
K20821,map04142
K20822,map04142
K21398,map04142
K22913,map04142
K23282,map04142
K23863,map04142
K24155,map04142
K24628,map04142
K24738,map04142
K24915,map04142
K25442,map04142
K26747,map04142
K27947,map04142
K28455,map04142
K28774,map04142
K00889,map04144
K00909,map04144
K00910,map04144
K01115,map04144
K01528,map04144
K02833,map04144
K03175,map04144
K03283,map04144
K04175,map04144
K04180,map04144
K04189,map04144
K04237,map04144
K04361,map04144
K04363,map04144
K04388,map04144
K04393,map04144
K04439,map04144
K04500,map04144
K04513,map04144
K04644,map04144
K04645,map04144
K04646,map04144
K04674,map04144
K04678,map04144
K04679,map04144
K04705,map04144
K04707,map04144
K05050,map04144
K05068,map04144
K05069,map04144
K05070,map04144
K05087,map04144
K05093,map04144
K05094,map04144
K05095,map04144
K05632,map04144
K05633,map04144
K05704,map04144
K05737,map04144
K05754,map04144
K05755,map04144
K05756,map04144
K05757,map04144
K05758,map04144
K06069,map04144
K06093,map04144
K06278,map04144
K06503,map04144
K06564,map04144
K06643,map04144
K06751,map04144
K07876,map04144
K07879,map04144
K07887,map04144
K07888,map04144
K07889,map04144
K07891,map04144
K07897,map04144
K07901,map04144
K07903,map04144
K07904,map04144
K07905,map04144
K07937,map04144
K07938,map04144
K07939,map04144
K07940,map04144
K07941,map04144
K08291,map04144
K09526,map04144
K10054,map04144
K10364,map04144
K10365,map04144
K10396,map04144
K10591,map04144
K11247,map04144
K11248,map04144
K11824,map04144
K11825,map04144
K11826,map04144
K11827,map04144
K11839,map04144
K11866,map04144
K11981,map04144
K12182,map04144
K12183,map04144
K12184,map04144
K12185,map04144
K12186,map04144
K12187,map04144
K12188,map04144
K12189,map04144
K12190,map04144
K12191,map04144
K12192,map04144
K12193,map04144
K12194,map04144
K12195,map04144
K12196,map04144
K12197,map04144
K12198,map04144
K12199,map04144
K12200,map04144
K12469,map04144
K12470,map04144
K12471,map04144
K12472,map04144
K12473,map04144
K12474,map04144
K12475,map04144
K12476,map04144
K12477,map04144
K12478,map04144
K12479,map04144
K12480,map04144
K12481,map04144
K12482,map04144
K12483,map04144
K12484,map04144
K12485,map04144
K12486,map04144
K12487,map04144
K12488,map04144
K12489,map04144
K12490,map04144
K12491,map04144
K12492,map04144
K12493,map04144
K12494,map04144
K12495,map04144
K12562,map04144
K12958,map04144
K12959,map04144
K13305,map04144
K13649,map04144
K13712,map04144
K15053,map04144
K17260,map04144
K17848,map04144
K17917,map04144
K17918,map04144
K17919,map04144
K17920,map04144
K18439,map04144
K18440,map04144
K18441,map04144
K18442,map04144
K18443,map04144
K18461,map04144
K18462,map04144
K18463,map04144
K18464,map04144
K18465,map04144
K18466,map04144
K18467,map04144
K18468,map04144
K18584,map04144
K18952,map04144
K19366,map04144
K19367,map04144
K19368,map04144
K19475,map04144
K19476,map04144
K21269,map04144
K22517,map04144
K22518,map04144
K23484,map04144
K23605,map04144
K23612,map04144
K24782,map04144
K00914,map04145
K00921,map04145
K01330,map04145
K01365,map04145
K01368,map04145
K02144,map04145
K02145,map04145
K02146,map04145
K02147,map04145
K02148,map04145
K02149,map04145
K02150,map04145
K02151,map04145
K02152,map04145
K02153,map04145
K02154,map04145
K02155,map04145
K03661,map04145
K03662,map04145
K03990,map04145
K03991,map04145
K04391,map04145
K04392,map04145
K04659,map04145
K05653,map04145
K05654,map04145
K05692,map04145
K05719,map04145
K06259,map04145
K06461,map04145
K06463,map04145
K06464,map04145
K06472,map04145
K06481,map04145
K06484,map04145
K06487,map04145
K06493,map04145
K06498,map04145
K06503,map04145
K06513,map04145
K06528,map04145
K06558,map04145
K06560,map04145
K06563,map04145
K06588,map04145
K06751,map04145
K06752,map04145
K06856,map04145
K07342,map04145
K07374,map04145
K07375,map04145
K07887,map04145
K07888,map04145
K07889,map04145
K07897,map04145
K07898,map04145
K08009,map04145
K08010,map04145
K08011,map04145
K08012,map04145
K08054,map04145
K08057,map04145
K08488,map04145
K08492,map04145
K08517,map04145
K08763,map04145
K09481,map04145
K10062,map04145
K10066,map04145
K10067,map04145
K10068,map04145
K10074,map04145
K10089,map04145
K10159,map04145
K10160,map04145
K10169,map04145
K10413,map04145
K10414,map04145
K10415,map04145
K10416,map04145
K10789,map04145
K10956,map04145
K12182,map04145
K12478,map04145
K12560,map04145
K13240,map04145
K13505,map04145
K13813,map04145
K13882,map04145
K13883,map04145
K13884,map04145
K13885,map04145
K16824,map04145
K16857,map04145
K21421,map04145
K00031,map04146
K00106,map04146
K00232,map04146
K00272,map04146
K00273,map04146
K00306,map04146
K00308,map04146
K00477,map04146
K00624,map04146
K00649,map04146
K00659,map04146
K00803,map04146
K00830,map04146
K00869,map04146
K01578,map04146
K01640,map04146
K01796,map04146
K01897,map04146
K03426,map04146
K03781,map04146
K04564,map04146
K04565,map04146
K05675,map04146
K05676,map04146
K05677,map04146
K05678,map04146
K05940,map04146
K06664,map04146
K07513,map04146
K07514,map04146
K07753,map04146
K08726,map04146
K08746,map04146
K08764,map04146
K10214,map04146
K11147,map04146
K11187,map04146
K11517,map04146
K11992,map04146
K12261,map04146
K12405,map04146
K12663,map04146
K13237,map04146
K13239,map04146
K13241,map04146
K13273,map04146
K13279,map04146
K13299,map04146
K13335,map04146
K13336,map04146
K13337,map04146
K13338,map04146
K13339,map04146
K13340,map04146
K13341,map04146
K13342,map04146
K13343,map04146
K13344,map04146
K13345,map04146
K13346,map04146
K13347,map04146
K13348,map04146
K13349,map04146
K13350,map04146
K13351,map04146
K13352,map04146
K13353,map04146
K13354,map04146
K13355,map04146
K13356,map04146
K15628,map04146
K17879,map04146
K22587,map04146
K25819,map04146
K00411,map04148
K00460,map04148
K00461,map04148
K01052,map04148
K01370,map04148
K01476,map04148
K01581,map04148
K02187,map04148
